image_index,label,xpoints,ypoints,ear_length,eye_length,shoulder_length,nose_shoulder_length,nose_shoulder / shoulder,eye / shoulder, ear / shoulder
1,pass,"[348, 363, 326, 393, 298, 423, 273, 440, 246, 415, 246, 393, 293, 0, 0, 0, 0]","[92, 78, 79, 91, 93, 189, 184, 310, 291, 375, 382, 358, 361, 0, 0, 0, 0]",95.02105029939419,37.013511046643494,150.08331019803634,94.5,0.6296502913968672,0.24661976736656338,0.6331220318502638
2,fail,"[346, 363, 321, 393, 293, 425, 273, 435, 241, 433, 246, 410, 301, 0, 0, 0, 0]","[130, 113, 113, 116, 117, 198, 194, 292, 302, 374, 381, 361, 361, 0, 0, 0, 0]",100.00499987500625,42.0,152.0526224699857,66.06814663663572,0.43450843243218107,0.2762201619264446,0.6576999347363881
3,fail,"[338, 361, 313, 388, 278, 423, 268, 438, 239, 440, 244, 403, 291, 0, 0, 0, 0]","[161, 141, 141, 126, 133, 198, 197, 289, 305, 369, 378, 358, 361, 0, 0, 0, 0]",110.22250223978767,48.0,155.00322577288512,37.26258176777342,0.24039875029679417,0.309670974656559,0.7110981187016626
4,pass,"[346, 366, 326, 393, 298, 418, 276, 448, 249, 423, 254, 403, 298, 0, 0, 0, 0]","[96, 85, 85, 102, 100, 191, 187, 284, 292, 364, 378, 357, 355, 0, 0, 0, 0]",95.02105029939419,40.0,142.0563268566381,93.00537618869137,0.6547077363372313,0.28157844768411916,0.6688969960154505
5,pass,"[226, 256, 201, 286, 184, 321, 141, 328, 102, 303, 311, 234, 241, 0, 0, 0, 0]","[42, 25, 26, 49, 40, 159, 161, 315, 281, 376, 376, 365, 365, 0, 0, 0, 0]",102.39628899525607,55.00909015790027,180.01111076819674,118.10588469674151,0.6561033049167081,0.3055871936079344,0.5688331601215074
6,fail,"[216, 246, 189, 281, 164, 331, 134, 343, 104, 321, 44, 291, 149, 0, 0, 0, 0]","[68, 44, 46, 63, 58, 170, 165, 277, 271, 371, 381, 355, 352, 0, 0, 0, 0]",117.10678887237921,57.0350769263968,197.06344156134085,100.85881220795731,0.5118088439380194,0.28942495104371363,0.594259330622351
7,pass,"[313, 336, 291, 351, 276, 376, 231, 408, 196, 405, 221, 351, 251, 0, 0, 0, 0]","[93, 82, 82, 96, 98, 196, 191, 303, 312, 375, 376, 364, 364, 0, 0, 0, 0]",75.02666192761077,45.0,145.08618128546908,100.94800641914628,0.6957796085384776,0.31016048255800993,0.5171179037374317
8,fail,"[303, 331, 278, 371, 263, 385, 234, 408, 199, 425, 206, 368, 258, 0, 0, 0, 0]","[130, 113, 114, 119, 119, 201, 198, 309, 309, 379, 378, 362, 364, 0, 0, 0, 0]",108.0,53.009433122794285,151.02979838429235,69.80329505116502,0.46218226997530587,0.35098658469974797,0.7150906718765269
9,fail,"[266, 291, 258, 343, 0, 378, 231, 413, 199, 415, 196, 368, 258, 0, 0, 0, 0]","[124, 109, 107, 120, 0, 200, 197, 308, 312, 375, 375, 358, 357, 0, 0, 0, 0]",363.38547026539186,33.06055050963308,147.03060905811415,83.86000238492723,0.570357444086907,0.2248548837648209,2.4714953749648347
10,pass,"[512, 522, 485, 555, 450, 585, 425, 637, 410, 577, 433, 572, 470, 0, 0, 0, 0]","[85, 71, 74, 85, 91, 184, 186, 275, 292, 374, 383, 368, 364, 0, 0, 0, 0]",105.17128885774862,37.12142238654117,160.0124995117569,100.24470060806208,0.6264804369279702,0.23199076634518592,0.6572692082097072
11,fail,"[520, 540, 498, 575, 460, 595, 430, 635, 420, 637, 430, 580, 473, 0, 0, 0, 0]","[114, 98, 96, 107, 109, 193, 194, 275, 305, 326, 381, 357, 357, 0, 0, 0, 0]",115.0173899895142,42.04759208325728,165.00303027520434,79.85298992523698,0.4839486268346237,0.2548292113976766,0.6970622890845073
12,fail,"[0, 0, 0, 473, 0, 435, 440, 642, 413, 640, 430, 570, 480, 0, 0, 0, 0]","[0, 0, 0, 117, 0, 189, 191, 278, 306, 367, 382, 347, 347, 0, 0, 0, 0]",487.25557975255657,0.0,5.385164807134504,476.97615244370445,88.57224793042275,0.0,90.48108966080646
13,fail,"[515, 537, 495, 570, 460, 592, 428, 632, 420, 560, 425, 562, 463, 0, 0, 0, 0]","[109, 93, 92, 103, 102, 197, 193, 281, 309, 374, 382, 357, 357, 0, 0, 0, 0]",110.00454536063498,42.01190307520001,164.04877323527901,86.14522621712709,0.5251196002153424,0.2560939789226371,0.6705599998780014
14,pass,"[428, 443, 408, 478, 381, 503, 356, 517, 341, 503, 316, 473, 381, 0, 0, 0, 0]","[99, 88, 91, 106, 113, 198, 196, 310, 288, 369, 379, 358, 354, 0, 0, 0, 0]",97.25224933131366,35.12833614050059,147.0136048126159,98.01147891956329,0.6666830532078244,0.2389461586584133,0.661518704036077
15,fail,"[425, 440, 403, 470, 373, 500, 361, 520, 341, 485, 323, 473, 373, 0, 0, 0, 0]","[124, 112, 110, 121, 123, 198, 201, 303, 292, 365, 374, 357, 355, 0, 0, 0, 0]",97.02061636580135,37.05401462729781,139.0323703315167,75.70006605016934,0.5444779936475642,0.26651357909632206,0.6978275356628091
16,pass,"[366, 388, 338, 415, 301, 463, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[191, 175, 176, 196, 198, 323, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",114.0175425099138,50.00999900019995,205.29490982486632,126.61950876543472,0.6167688661811036,0.24360077433416466,0.5553841671339064
17,fail,"[361, 383, 333, 423, 286, 460, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[221, 200, 203, 214, 212, 333, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",137.01459776242822,50.08991914547278,206.47518010647187,105.07616285342742,0.5089045705117845,0.24259535271814847,0.6635887068449327
18,pass,"[366, 390, 341, 428, 301, 465, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[201, 183, 186, 211, 207, 331, 319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",127.06297651164952,49.09175083453431,204.35263639111682,124.03628501370073,0.6069717876127806,0.24023057251180305,0.621782907994687
19,fail,"[351, 376, 326, 420, 288, 485, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[250, 225, 224, 235, 235, 354, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",132.0,50.00999900019995,239.5349661322956,97.08887680882914,0.40532235596537824,0.2087795356464965,0.5510677715715883
20,fail,"[353, 376, 323, 413, 283, 488, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[243, 221, 219, 235, 236, 358, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",130.00384609695206,53.03772242470448,244.6630335788388,106.7941945987702,0.4364950153548941,0.2167786512285433,0.5313587598228663
21,fail,"[209, 246, 194, 273, 0, 321, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[239, 218, 215, 236, 0, 351, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",360.86701151532264,52.08646657242167,205.1828452868319,101.49384217774002,0.4946507201216477,0.2538539052794997,1.758758199355578
22,pass,"[234, 263, 214, 286, 184, 311, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[217, 203, 203, 225, 218, 336, 327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.23991392797629,49.0,189.21416437465774,115.82961624731388,0.6121614448375168,0.25896581348411346,0.540339642467431
23,fail,"[214, 244, 191, 278, 161, 318, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[267, 249, 249, 249, 250, 354, 344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",117.00427342623003,53.0,206.24257562394823,82.00609733428362,0.397619633512574,0.256978947434391,0.5673138684980807
24,pass,"[301, 321, 286, 341, 261, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[278, 267, 267, 281, 280, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",80.00624975587844,35.0,500.7594232762874,160.60199251565965,0.3207168653260662,0.06989384197906388,0.15976983365071104
25,fail,"[293, 318, 281, 353, 254, 361, 229, 0, 0, 318, 0, 0, 0, 0, 0, 0, 0]","[302, 287, 288, 294, 298, 364, 362, 0, 0, 364, 0, 0, 0, 0, 0, 0, 0]",99.08077512817509,37.013511046643494,132.015150645674,61.032778078668514,0.46231646731577997,0.2803732061480353,0.7505257892263131
26,pass,"[281, 313, 266, 363, 0, 390, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[190, 172, 173, 189, 0, 305, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",409.255421466839,47.01063709417264,196.04081207748553,117.51595636338071,0.5994463862806908,0.23980025687504083,2.087603173695689
27,fail,"[258, 293, 236, 351, 206, 415, 181, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0]","[169, 140, 144, 165, 163, 291, 280, 0, 362, 0, 0, 0, 0, 0, 0, 0, 0]",145.01379244747721,57.14017850864661,234.2584043316269,123.17568753613678,0.5258111779919906,0.243919438756854,0.6190334680252882
28,pass,"[430, 445, 383, 488, 333, 567, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[175, 158, 156, 189, 208, 375, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",156.16017418023074,62.03224967708329,323.154761685481,196.53307609662045,0.6081701382692344,0.19195833399929238,0.4832364943835109
29,pass,"[361, 376, 328, 400, 263, 410, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[203, 189, 182, 215, 208, 369, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",137.17871555019022,48.507731342539614,245.60130292814003,168.62087652482418,0.6865634445520862,0.19750600165477294,0.5585422956421654
30,pass,"[358, 373, 331, 0, 263, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[196, 187, 179, 0, 210, 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",336.55460181076114,42.7551166528639,381.0577384071868,276.0892065981573,0.7245337878511648,0.11220115049120738,0.8832115658313415
31,pass,"[351, 368, 318, 398, 266, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[210, 190, 187, 219, 215, 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",132.06059215375342,50.08991914547278,398.0452235613436,265.8138446356773,0.667798101576044,0.125839769404376,0.3317728346849545
32,pass,"[348, 368, 311, 398, 256, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[208, 193, 190, 222, 217, 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",142.08800090085018,57.07889277132134,397.6946064507287,264.9834900517389,0.6662989282570728,0.14352443268147005,0.35727917501554995
33,pass,"[353, 373, 323, 408, 278, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[198, 187, 184, 218, 218, 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",130.0,50.08991914547278,397.6946064507287,269.1026755719831,0.6766565882640977,0.12595071276552133,0.3268839906082709
34,pass,"[353, 371, 321, 400, 271, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[200, 189, 184, 217, 219, 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",129.0155029444136,50.24937810560445,398.0452235613436,266.82765973564284,0.6703450862902302,0.12624037453839818,0.3241227260312313
35,fail,"[368, 395, 328, 425, 266, 463, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[208, 190, 186, 231, 226, 365, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",159.07859692617356,67.11929677819934,289.0847626562147,161.28391116289313,0.5579121835442262,0.2321786045085293,0.5502835758775462
36,fail,"[196, 221, 154, 256, 94, 313, 22, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0]","[229, 208, 201, 238, 231, 357, 364, 0, 0, 0, 364, 0, 0, 0, 0, 0, 0]",162.15116404145854,67.36467917239716,291.08418026406036,134.55296354967436,0.4622475993975801,0.23142679588868936,0.5570593492726442
37,fail,"[353, 383, 318, 410, 261, 455, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[253, 215, 214, 231, 226, 375, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",149.08386901338454,65.00769185258002,289.29223978530774,123.07111765154325,0.42542142762929946,0.2247128782328352,0.5153400213017261
38,fail,"[353, 363, 313, 0, 211, 390, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 219, 215, 0, 196, 350, 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",287.98784696580515,50.15974481593781,266.36816626616627,139.34489585198304,0.5231289376852328,0.1883098326615204,1.0811646564328397
39,fail,"[338, 353, 303, 0, 201, 385, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[254, 217, 212, 0, 196, 348, 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",280.7436553156634,50.24937810560445,278.4600509947522,137.3608386695422,0.4932874147614477,0.1804545317222234,1.0082008328043948
40,fail,"[333, 353, 296, 0, 196, 385, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[256, 212, 211, 0, 193, 350, 368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",275.0727176584403,57.0087712549569,286.5658737533135,137.44089638822936,0.47961362107807565,0.1989377538514309,0.9598934934423946
41,fail,"[328, 351, 293, 0, 199, 385, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[254, 214, 211, 0, 210, 348, 368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",289.3112510774512,58.077534382926416,291.6864755178066,136.55859548193953,0.4681691025938672,0.19910945229745816,0.991856926392837
42,fail,"[326, 346, 283, 0, 196, 388, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[245, 212, 208, 0, 207, 348, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",285.07016680108774,63.12685640834652,294.61330587738223,141.00088652203573,0.47859646427755087,0.2142702150547805,0.9676079155764054
43,fail,"[323, 346, 291, 0, 199, 385, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[249, 212, 210, 0, 196, 350, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",279.3152340993953,55.036351623268054,296.60917045836595,140.02231964940447,0.47207683913825227,0.18555175329952694,0.9416945324642343
44,fail,"[326, 343, 286, 0, 189, 385, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[243, 207, 201, 0, 197, 348, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",273.00183149568795,57.3149195236284,293.33428030150174,142.12758352972867,0.48452428875221726,0.19539114032194815,0.9306850573860129
